filename,text,valence,arousal,dominance,delta_valence,delta_arousal,delta_dominance
0064_L.wav,発達って言うか大きくなる上でだんだんだんだん言葉を覚えていくじゃないですか,0.41,0.44,0.48,0.020000000000000018,0.02999999999999997,0.010000000000000009
0066_L.wav,そういう時何かこう役に立ったこととかありますか,0.66,0.53,0.52,0.25000000000000006,0.09000000000000002,0.040000000000000036
0072_L.wav,(F うーん),0.39,0.11,0.14,0.27,0.42000000000000004,0.38
0073_L.wav,(F うーん),0.38,0.15,0.17,0.010000000000000009,0.039999999999999994,0.03
0075_L.wav,(F えー),0.44,0.28,0.32,0.06,0.13000000000000003,0.15
0078_L.wav,(F ええ),0.38,0.27,0.31,0.06,0.010000000000000009,0.010000000000000009
0080_L.wav,(F うーん),0.39,0.22,0.24,0.010000000000000009,0.05000000000000002,0.07
0081_L.wav,(F ふーん),0.37,0.18,0.21,0.020000000000000018,0.04000000000000001,0.03
0085_L.wav,(F うーん),0.33,0.05,0.08,0.03999999999999998,0.13,0.13
0087_L.wav,(F うーん),0.36,0.18,0.19,0.02999999999999997,0.13,0.11
0088_L.wav,(F うーん),0.4,0.18,0.21,0.040000000000000036,0.0,0.01999999999999999
0090_L.wav,(F うーん),0.39,0.14,0.17,0.010000000000000009,0.03999999999999998,0.03999999999999998
0091_L.wav,(F あー),0.35,0.24,0.3,0.040000000000000036,0.09999999999999998,0.12999999999999998
0092_L.wav,逆にこう気になっちゃうとか,0.46,0.55,0.55,0.11000000000000004,0.31000000000000005,0.25000000000000006
0094_L.wav,(F うーん),0.43,0.37,0.36,0.030000000000000027,0.18000000000000005,0.19000000000000006
0095_L.wav,(F ふーん)何かさっきちらっと私(D お)関西かな,0.31,0.57,0.54,0.12,0.19999999999999996,0.18000000000000005
0098_L.wav,と思ったんですけど,0.3,0.01,0.13,0.010000000000000009,0.5599999999999999,0.41000000000000003
0100_L.wav,(F うーん),0.4,0.15,0.19,0.10000000000000003,0.13999999999999999,0.06
0105_L.wav,(F ええ),0.33,0.18,0.22,0.07,0.03,0.03
0106_L.wav,(F へー)例えばどういう名前,0.48,0.23,0.33,0.14999999999999997,0.05000000000000002,0.11000000000000001
0112_L.wav,(F あー),0.32,0.12,0.2,0.15999999999999998,0.11000000000000001,0.13
0114_L.wav,(F ふーん)(F あー),0.36,0.26,0.29,0.03999999999999998,0.14,0.08999999999999997
0116_L.wav,<笑>,0.94,0.84,0.81,0.58,0.58,0.52
0119_L.wav,漫才じゃないんだからって感じですね,0.76,0.54,0.54,0.17999999999999994,0.29999999999999993,0.27
0120_L.wav,<笑>,0.98,0.87,0.81,0.21999999999999997,0.32999999999999996,0.27
0122_L.wav,(F へー),0.37,0.18,0.23,0.61,0.69,0.5800000000000001
0124_L.wav,(F あー)そうなんだ,0.56,0.43,0.4,0.19000000000000006,0.25,0.17
0127_L.wav,(F うん)(F うん)(F うん)(F うん),0.46,0.41,0.41,0.10000000000000003,0.020000000000000018,0.009999999999999953
0128_L.wav,(F うーん),0.4,0.2,0.19,0.06,0.20999999999999996,0.21999999999999997
0130_L.wav,(D2 お),0.14,0.24,0.2,0.26,0.03999999999999998,0.010000000000000009
0131_L.wav,お母さん違うよと,0.67,0.58,0.54,0.53,0.33999999999999997,0.34
0132_L.wav,おかしい,0.44,0.53,0.53,0.23000000000000004,0.04999999999999993,0.010000000000000009
0134_L.wav,<笑>,0.98,0.85,0.81,0.54,0.31999999999999995,0.28
0135_L.wav,そうなんだ,0.35,0.02,0.15,0.63,0.83,0.66
0137_L.wav,(F え),0.61,0.64,0.57,0.26,0.62,0.41999999999999993
0138_L.wav,関西,0.4,0.55,0.53,0.20999999999999996,0.08999999999999997,0.039999999999999925
0139_L.wav,(D ん)弁に近いんですか,0.59,0.57,0.57,0.18999999999999995,0.019999999999999907,0.039999999999999925
0141_L.wav,独自,0.46,0.38,0.4,0.12999999999999995,0.18999999999999995,0.16999999999999993
0144_L.wav,(F うーん),0.4,0.09,0.14,0.06,0.29000000000000004,0.26
0148_L.wav,(F うん)(F うん)(F うん),0.55,0.3,0.32,0.15000000000000002,0.21,0.18
0152_L.wav,(F ええ),0.35,0.25,0.28,0.20000000000000007,0.04999999999999999,0.03999999999999998
0155_L.wav,(F あー)(F あー),0.42,0.4,0.42,0.07,0.15000000000000002,0.13999999999999996
0159_L.wav,じゃ最近のはやりじゃないですか,0.37,0.62,0.6,0.04999999999999999,0.21999999999999997,0.18
0161_L.wav,<笑>,0.86,0.7,0.68,0.49,0.07999999999999996,0.08000000000000007
0162_L.wav,先行ってたんだ,0.42,0.5,0.48,0.44,0.19999999999999996,0.20000000000000007
0165_L.wav,凄い,0.45,0.42,0.43,0.030000000000000027,0.08000000000000002,0.04999999999999999
0166_L.wav,(F あ)そうなんだ,0.62,0.42,0.44,0.16999999999999998,0.0,0.010000000000000009
0169_L.wav,(F うーん),0.24,-0.01,0.07,0.38,0.43,0.37
0172_L.wav,(F うーん),0.32,0.07,0.1,0.08000000000000002,0.08,0.03
0174_L.wav,(F ふーん)面白い,0.33,0.11,0.18,0.010000000000000009,0.039999999999999994,0.07999999999999999
0177_L.wav,(F うん),0.39,0.13,0.13,0.06,0.020000000000000004,0.04999999999999999
0179_L.wav,(F へー)(F え)例えば,0.44,0.31,0.34,0.04999999999999999,0.18,0.21000000000000002
0185_L.wav,(F ええ),0.32,0.16,0.2,0.12,0.15,0.14
0187_L.wav,(F へー)面白い,0.27,0.07,0.15,0.04999999999999999,0.09,0.05000000000000002
0189_L.wav,(F いや)でも今何かちらっとそう思いました例えば,0.31,0.58,0.57,0.03999999999999998,0.51,0.41999999999999993
0190_L.wav,日本人のお母さんで,0.36,0.41,0.49,0.04999999999999999,0.16999999999999998,0.07999999999999996
0191_L.wav,(D (? ん)),0.37,0.14,0.15,0.010000000000000009,0.26999999999999996,0.33999999999999997
0192_L.wav,(F ま)外人のお父さんで,0.4,0.32,0.4,0.030000000000000027,0.18,0.25
0193_L.wav,で,0.38,0.24,0.28,0.020000000000000018,0.08000000000000002,0.12
0194_L.wav,英語を,0.37,0.45,0.45,0.010000000000000009,0.21000000000000002,0.16999999999999998
0195_L.wav,喋る,0.45,0.49,0.5,0.08000000000000002,0.03999999999999998,0.04999999999999999
0197_L.wav,家族ででもお母さんは,0.54,0.52,0.51,0.09000000000000002,0.030000000000000027,0.010000000000000009
0198_L.wav,第一母国語じゃないから発音が変だと,0.38,0.5,0.51,0.16000000000000003,0.020000000000000018,0.0
0200_L.wav,と子供が,0.57,0.69,0.63,0.18999999999999995,0.18999999999999995,0.12
0201_L.wav,凄く直す,0.46,0.5,0.53,0.10999999999999993,0.18999999999999995,0.09999999999999998
0203_L.wav,と同じですね,0.6,0.67,0.63,0.13999999999999996,0.17000000000000004,0.09999999999999998
0204_L.wav,でもそういうのと近いですね,0.69,0.72,0.66,0.08999999999999997,0.04999999999999993,0.030000000000000027
0207_L.wav,<笑>,0.93,0.78,0.72,0.2400000000000001,0.06000000000000005,0.05999999999999994
0209_L.wav,<笑>,0.94,0.86,0.79,0.009999999999999898,0.07999999999999996,0.07000000000000006
0211_L.wav,おかしい面白いですね,0.52,0.3,0.34,0.41999999999999993,0.56,0.45
0213_L.wav,なるほどね,0.33,0.2,0.3,0.19,0.09999999999999998,0.040000000000000036
0214_L.wav,(F あー)言葉は面白いですよね,0.42,0.25,0.37,0.08999999999999997,0.04999999999999999,0.07
0216_L.wav,奥が深いと言うか,0.31,0.05,0.18,0.10999999999999999,0.2,0.19
0217_L.wav,(F うーん)そうですか,0.29,-0.04,0.09,0.020000000000000018,0.09,0.09
0218_L.wav,お子様は男の子ですか,0.33,0.47,0.48,0.040000000000000036,0.51,0.39
0220_L.wav,(F ふーん),0.34,0.17,0.17,0.010000000000000009,0.29999999999999993,0.30999999999999994
0223_L.wav,(F あ),0.46,0.51,0.45,0.12,0.33999999999999997,0.28
0224_L.wav,(F あー)そっか,0.6,0.28,0.34,0.13999999999999996,0.22999999999999998,0.10999999999999999
0225_L.wav,でも大変ですねお弁当とか,0.54,0.57,0.57,0.05999999999999994,0.2899999999999999,0.22999999999999993
0228_L.wav,(F うーん),0.35,0.3,0.26,0.19000000000000006,0.26999999999999996,0.30999999999999994
0230_L.wav,(F はい)(F はい)(F はい)(F はい),0.81,0.65,0.6,0.4600000000000001,0.35000000000000003,0.33999999999999997
0231_L.wav,(F あ),0.53,0.64,0.48,0.28,0.010000000000000009,0.12
0232_L.wav,そうなんだ,0.69,0.52,0.51,0.15999999999999992,0.12,0.030000000000000027
0234_L.wav,なるほど,0.27,0.13,0.2,0.41999999999999993,0.39,0.31
0238_L.wav,(F うーん),0.37,0.17,0.18,0.09999999999999998,0.04000000000000001,0.020000000000000018
0240_L.wav,(F うーん),0.44,0.44,0.42,0.07,0.27,0.24
0242_L.wav,そうですよ,0.46,0.62,0.67,0.020000000000000018,0.18,0.25000000000000006
0243_L.wav,(F うーん),0.38,0.2,0.23,0.08000000000000002,0.42,0.44000000000000006
0246_L.wav,(F へー),0.37,0.28,0.32,0.010000000000000009,0.08000000000000002,0.09
0247_L.wav,(F へー),0.37,0.2,0.26,0.0,0.08000000000000002,0.06
0249_L.wav,(F うーん)(F うーん),0.21,0.1,0.19,0.16,0.1,0.07
0251_L.wav,(F へー),0.48,0.41,0.44,0.27,0.30999999999999994,0.25
0253_L.wav,(F あー)そうなんだ,0.45,0.3,0.37,0.02999999999999997,0.10999999999999999,0.07
0254_L.wav,凄いじゃないですか,0.46,0.15,0.25,0.010000000000000009,0.15,0.12
0256_L.wav,<笑>,0.9,0.8,0.76,0.44,0.65,0.51
0258_L.wav,そうなんだじゃお弁当毎日作って誰か送っていくんですね,0.43,0.43,0.48,0.47000000000000003,0.37000000000000005,0.28
0262_L.wav,(F あ),0.89,0.83,0.77,0.46,0.39999999999999997,0.29000000000000004
0263_L.wav,送ってたんだ,0.33,0.2,0.23,0.56,0.6299999999999999,0.54
0265_L.wav,大変ですね幼稚園て何時からですか,0.53,0.34,0.42,0.2,0.14,0.18999999999999997
0267_L.wav,(F あー)そっかそっか,0.36,0.27,0.25,0.17000000000000004,0.07,0.16999999999999998
0270_L.wav,お母さん,0.54,0.12,0.16,0.18000000000000005,0.15000000000000002,0.09
0272_L.wav,(F あー)四時とか,0.43,0.15,0.24,0.11000000000000004,0.03,0.07999999999999999
0274_L.wav,(F うーん),0.32,0.19,0.2,0.10999999999999999,0.04000000000000001,0.03999999999999998
0276_L.wav,そっかそっか一緒に住んでらっしゃるんですか,0.54,0.29,0.34,0.22000000000000003,0.09999999999999998,0.14
0278_L.wav,(F うーん)近く,0.25,0.03,0.13,0.29000000000000004,0.26,0.21000000000000002
0280_L.wav,そっかそっか,0.34,0.12,0.1,0.09000000000000002,0.09,0.03
0282_L.wav,なるほどね,0.47,0.15,0.26,0.12999999999999995,0.03,0.16
0283_L.wav,でもいいですよねお子さんいると,0.54,0.44,0.51,0.07000000000000006,0.29000000000000004,0.25
0285_L.wav,楽しいと思う,0.37,0.23,0.3,0.17000000000000004,0.21,0.21000000000000002
0286_L.wav,(F うーん)男の子大変じゃないですか,0.43,0.42,0.46,0.06,0.18999999999999997,0.16000000000000003
0289_L.wav,(F (? あー))一人,0.11,0.31,0.36,0.32,0.10999999999999999,0.10000000000000003
0292_L.wav,(D とぅ),0.34,0.4,0.41,0.23000000000000004,0.09000000000000002,0.04999999999999999
0293_L.wav,そうかうちの姉の子供も六か月なのにもう,0.49,0.35,0.41,0.14999999999999997,0.050000000000000044,0.0
0295_L.wav,凄い力ですよね,0.94,0.59,0.66,0.44999999999999996,0.24,0.25000000000000006
0297_L.wav,あれは(D お),0.34,0.32,0.29,0.5999999999999999,0.26999999999999996,0.37000000000000005
0299_L.wav,ね,0.26,0.4,0.43,0.08000000000000002,0.08000000000000002,0.14
0300_L.wav,男の子です,0.35,0.59,0.6,0.08999999999999997,0.18999999999999995,0.16999999999999998
0301_L.wav,(F うーん)凄い,0.28,-0.05,0.09,0.06999999999999995,0.64,0.51
0304_L.wav,(F うーん),0.31,0.09,0.13,0.02999999999999997,0.14,0.04000000000000001
0306_L.wav,(F あ)うち結構,0.62,0.36,0.38,0.31,0.27,0.25
0307_L.wav,姉とあたしなので母も姉(F あー)女しか育ててないから,0.46,0.45,0.47,0.15999999999999998,0.09000000000000002,0.08999999999999997
0308_L.wav,母親もびっくりしてます,0.4,0.43,0.48,0.06,0.020000000000000018,0.010000000000000009
0310_L.wav,こんな動くんだみたいな,0.21,0.43,0.51,0.19000000000000003,0.0,0.030000000000000027
0312_L.wav,<笑>,0.83,0.68,0.65,0.62,0.25000000000000006,0.14
0314_L.wav,これこの子この後どうなるんだろう,0.28,0.71,0.66,0.5499999999999999,0.029999999999999916,0.010000000000000009
0316_L.wav,っていうような,0.57,0.48,0.47,0.2899999999999999,0.22999999999999998,0.19000000000000006
0317_L.wav,<笑>,0.84,0.64,0.61,0.27,0.16000000000000003,0.14
0318_L.wav,感じですよね,0.29,0.15,0.24,0.55,0.49,0.37
0320_L.wav,今まで子育てで大変なことって,0.39,0.39,0.43,0.10000000000000003,0.24000000000000002,0.19
0322_L.wav,ありました,0.33,0.27,0.28,0.06,0.12,0.14999999999999997
0323_L.wav,(F うん)(F うーん),0.37,0.08,0.11,0.03999999999999998,0.19,0.17000000000000004
0325_L.wav,(F うーん),0.35,0.06,0.09,0.020000000000000018,0.020000000000000004,0.020000000000000004
0327_L.wav,(F ええ),0.41,0.31,0.35,0.06,0.25,0.26
0328_L.wav,(F あー),0.35,0.4,0.37,0.06,0.09000000000000002,0.020000000000000018
0332_L.wav,大変でしょうね,0.61,0.27,0.34,0.26,0.13,0.02999999999999997
0334_L.wav,<笑>,0.93,0.83,0.81,0.32000000000000006,0.5599999999999999,0.47000000000000003
0337_L.wav,大変だと思います,0.29,0.51,0.49,0.6400000000000001,0.31999999999999995,0.32000000000000006
0339_L.wav,そうですよね,0.4,0.08,0.16,0.11000000000000004,0.43,0.32999999999999996
0343_L.wav,(F うーん),0.43,0.19,0.24,0.02999999999999997,0.11,0.07999999999999999
0344_L.wav,(F うーん),0.46,0.27,0.33,0.030000000000000027,0.08000000000000002,0.09000000000000002
0345_L.wav,そうですよね,0.29,-0.09,0.09,0.17000000000000004,0.36,0.24000000000000002
0349_L.wav,ねそれに自分の御両親が近くにいないから,0.57,0.62,0.62,0.27999999999999997,0.71,0.53
0351_L.wav,味方になってくれないしね,0.5,0.36,0.44,0.06999999999999995,0.26,0.18
0352_L.wav,<息>,0.41,0.56,0.55,0.09000000000000002,0.20000000000000007,0.11000000000000004
0357_L.wav,(F うーん),0.36,0.0,0.09,0.04999999999999999,0.56,0.4600000000000001
0358_L.wav,(F うん)(F うん)(F うん)(F うーん),0.34,0.19,0.2,0.019999999999999962,0.19,0.11000000000000001
0360_L.wav,(F うーん),0.4,0.21,0.28,0.06,0.01999999999999999,0.08000000000000002
0361_L.wav,(F あー)向こうが,0.53,0.34,0.39,0.13,0.13000000000000003,0.10999999999999999
0364_L.wav,(F ん)なるほどね,0.26,0.03,0.16,0.27,0.31000000000000005,0.23
0367_L.wav,(F うーん)そっかそっか,0.24,-0.17,-0.04,0.020000000000000018,0.2,0.2
0370_L.wav,大変ですね,0.38,0.21,0.28,0.14,0.38,0.32
0372_L.wav,そうか,0.42,0.35,0.31,0.03999999999999998,0.13999999999999999,0.02999999999999997
0374_L.wav,そうですね,0.85,0.72,0.65,0.43,0.37,0.34
0377_L.wav,また大変でしょう小学校入ったら入ったでねきっとね,0.18,0.29,0.39,0.6699999999999999,0.43,0.26
0380_L.wav,(F うーん),0.35,0.05,0.11,0.16999999999999998,0.24,0.28
0381_L.wav,でも男の子だと,0.28,0.52,0.5,0.06999999999999995,0.47000000000000003,0.39
0382_L.wav,ねゆくゆく,0.36,0.28,0.3,0.07999999999999996,0.24,0.2
0383_L.wav,こうお母さん守ってくれるから,0.7,0.47,0.52,0.33999999999999997,0.18999999999999995,0.22000000000000003
0385_L.wav,(F ええ)いいんじゃないですかね,0.45,0.03,0.13,0.24999999999999994,0.43999999999999995,0.39
0387_L.wav,そうかあたしももう異常に子供欲しくなりましたよ,0.59,0.61,0.6,0.13999999999999996,0.58,0.47
0389_L.wav,(F うーん),0.43,0.18,0.24,0.15999999999999998,0.43,0.36
0393_L.wav,(F うーん),0.39,0.11,0.14,0.03999999999999998,0.06999999999999999,0.09999999999999998
0395_L.wav,(F うーん),0.38,0.16,0.19,0.010000000000000009,0.05,0.04999999999999999
0398_L.wav,(F あー),0.27,0.13,0.17,0.10999999999999999,0.03,0.01999999999999999
0400_L.wav,(F あー)やっぱり母なんですかね,0.37,0.17,0.29,0.09999999999999998,0.04000000000000001,0.11999999999999997
0403_L.wav,そうなんだ,0.47,0.06,0.17,0.09999999999999998,0.11000000000000001,0.11999999999999997
0405_L.wav,<息>,0.43,0.61,0.59,0.03999999999999998,0.55,0.41999999999999993
0409_L.wav,(F うーん),0.28,0.17,0.21,0.14999999999999997,0.43999999999999995,0.38
0410_L.wav,何か今までのこう経緯が全部,0.68,0.73,0.7,0.4,0.5599999999999999,0.49
0412_L.wav,血となり肉となり,0.59,0.61,0.61,0.09000000000000008,0.12,0.08999999999999997
0414_L.wav,ね,0.5,0.57,0.57,0.08999999999999997,0.040000000000000036,0.040000000000000036
0415_L.wav,(F うーん)そうだと思いますよ,0.46,0.41,0.49,0.03999999999999998,0.15999999999999998,0.07999999999999996
0417_L.wav,だって無駄なことがない,0.57,0.52,0.53,0.10999999999999993,0.11000000000000004,0.040000000000000036
0419_L.wav,と思いますよ,0.38,0.34,0.42,0.18999999999999995,0.18,0.11000000000000004
0420_L.wav,(F ふーん)妹さんの居候はちょっと妹さんがかわいそうです,0.49,0.47,0.49,0.10999999999999999,0.12999999999999995,0.07
0422_L.wav,<笑>,0.91,0.76,0.72,0.42000000000000004,0.29000000000000004,0.22999999999999998
0425_L.wav,そりゃワンルームに二人はきついですよ,0.88,0.79,0.7,0.030000000000000027,0.030000000000000027,0.020000000000000018
0427_L.wav,<笑>,0.85,0.71,0.65,0.030000000000000027,0.08000000000000007,0.04999999999999993
0429_L.wav,(F あー)そうなんですか,0.68,0.56,0.54,0.16999999999999993,0.1499999999999999,0.10999999999999999
0430_L.wav,(F あー)そうなんだ,0.65,0.54,0.49,0.030000000000000027,0.020000000000000018,0.050000000000000044
0431_L.wav,(F まーね)兄弟というのは一番楽ですよね,0.47,0.35,0.41,0.18000000000000005,0.19000000000000006,0.08000000000000002
0434_L.wav,(F うーん),0.34,0.06,0.12,0.12999999999999995,0.29,0.29
0435_L.wav,<笑>,0.75,0.66,0.63,0.41,0.6000000000000001,0.51
0438_L.wav,分かり(D ま),0.38,0.26,0.27,0.37,0.4,0.36
0439_L.wav,分かります分かる,0.6,0.43,0.41,0.21999999999999997,0.16999999999999998,0.13999999999999996
0441_L.wav,うちもそうです,0.28,0.19,0.29,0.31999999999999995,0.24,0.12
0442_L.wav,離れていればね,0.61,0.7,0.66,0.32999999999999996,0.51,0.37000000000000005
0444_L.wav,いいんですけどね,0.64,0.53,0.5,0.030000000000000027,0.16999999999999993,0.16000000000000003
0445_L.wav,<笑>,0.93,0.82,0.77,0.29000000000000004,0.2899999999999999,0.27
0447_L.wav,なるほどね,0.39,0.09,0.22,0.54,0.73,0.55
0448_L.wav,(A トーフル;ＴＯＥＦＬ)(A ジーアールイー;ＧＲＥ),0.42,0.3,0.36,0.02999999999999997,0.21,0.13999999999999999
0449_L.wav,(F うーん)(A ジーアールイー;ＧＲＥ)って(A ジーマット;ＧＭＡＴ),0.5,0.32,0.42,0.08000000000000002,0.020000000000000018,0.06
0450_L.wav,とはまた違う,0.4,0.18,0.27,0.09999999999999998,0.14,0.14999999999999997
0452_L.wav,(F あー),0.29,0.17,0.18,0.11000000000000004,0.009999999999999981,0.09000000000000002
0455_L.wav,なるほど,0.27,0.15,0.26,0.019999999999999962,0.020000000000000018,0.08000000000000002
0461_L.wav,何か(F うーん)ありますね,0.51,0.19,0.27,0.24,0.04000000000000001,0.010000000000000009
0462_L.wav,(F うーん),0.29,-0.04,0.05,0.22000000000000003,0.23,0.22000000000000003
0464_L.wav,(F ふーん)そっかそっかそっか,0.31,0.02,0.13,0.020000000000000018,0.06,0.08
0467_L.wav,(F いえ)(F いえ),0.52,0.27,0.33,0.21000000000000002,0.25,0.2
0468_L.wav,(F あー)ねそうですよね,0.71,0.5,0.55,0.18999999999999995,0.22999999999999998,0.22000000000000003
0469_L.wav,でも凄い,0.38,0.29,0.38,0.32999999999999996,0.21000000000000002,0.17000000000000004
0471_L.wav,(F ふーん)一体どのくらいの数の(F その),0.14,0.4,0.47,0.24,0.11000000000000004,0.08999999999999997
0472_L.wav,行きたい学部がある,0.51,0.55,0.56,0.37,0.15000000000000002,0.09000000000000008
0473_L.wav,学校がアメリカにあるんですか,0.63,0.41,0.47,0.12,0.14000000000000007,0.09000000000000008
0479_L.wav,(F ええ),0.35,0.11,0.16,0.28,0.3,0.30999999999999994
0482_L.wav,西に多いんですか,0.46,0.48,0.52,0.11000000000000004,0.37,0.36
0485_L.wav,やっぱ西,0.41,0.17,0.23,0.050000000000000044,0.30999999999999994,0.29000000000000004
0487_L.wav,(F あー)そうなんだ,0.27,0.18,0.2,0.13999999999999996,0.009999999999999981,0.03
0489_L.wav,(F あ)ハワイ大学とかね,0.48,0.3,0.38,0.20999999999999996,0.12,0.18
0491_L.wav,やってそうですね,0.38,0.23,0.33,0.09999999999999998,0.06999999999999998,0.04999999999999999
0493_L.wav,(F へー),0.42,0.29,0.35,0.03999999999999998,0.05999999999999997,0.019999999999999962
0495_L.wav,(F あ)そうなんだ,0.39,0.25,0.32,0.02999999999999997,0.03999999999999998,0.02999999999999997
0497_L.wav,(F ふーん),0.32,-0.06,-0.0,0.07,0.31,0.32
0500_L.wav,<笑>,0.88,0.79,0.72,0.56,0.8500000000000001,0.72
0501_L.wav,怖く(? ない),0.66,0.69,0.58,0.21999999999999997,0.10000000000000009,0.14
0502_L.wav,<笑>,0.9,0.71,0.68,0.24,0.020000000000000018,0.10000000000000009
0504_L.wav,そうなんだ,0.32,0.04,0.16,0.5800000000000001,0.6699999999999999,0.52
0505_L.wav,(F あ)そうだあたしの友達の(A アイシーユー;ＩＣＵ)の子も,0.32,0.55,0.58,0.0,0.51,0.41999999999999993
0506_L.wav,そのハワイ大学に行ってました,0.24,0.49,0.55,0.08000000000000002,0.06000000000000005,0.029999999999999916
0507_L.wav,途中,0.45,0.3,0.4,0.21000000000000002,0.19,0.15000000000000002
0509_L.wav,何か関係あるんですかハワイ大学と,0.25,0.25,0.31,0.2,0.04999999999999999,0.09000000000000002
0511_L.wav,(F あ)ない,0.4,0.24,0.25,0.15000000000000002,0.010000000000000009,0.06
0512_L.wav,(F ふーん),0.37,0.16,0.18,0.030000000000000027,0.07999999999999999,0.07
0513_L.wav,(F ふーん),0.36,0.23,0.24,0.010000000000000009,0.07,0.06
0514_L.wav,そうですか,0.25,0.28,0.32,0.10999999999999999,0.05000000000000002,0.08000000000000002
0515_L.wav,じゃちょっとまた色々,0.45,0.24,0.3,0.2,0.040000000000000036,0.020000000000000018
0516_L.wav,お話を聞かしてください,0.54,0.23,0.34,0.09000000000000002,0.009999999999999981,0.040000000000000036
0519_L.wav,(F はい),0.22,0.21,0.26,0.32000000000000006,0.020000000000000018,0.08000000000000002
0521_L.wav,ありがとうございました,0.35,0.12,0.23,0.12999999999999998,0.09,0.03
